Dataset index,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Power [W],Overstrain indicator,Actual failure,Failure probability,Corrective action,Preventive action,Predictive action
6891,L,300.9,311.5,1505,41.1,129,10.600000000000023,6477.492812804115,5301.900000000001,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6816,L,300.9,310.7,1477,43.2,143,9.800000000000011,6681.790583067059,6177.6,0,0.0036470218291321612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4950,M,303.8,312.7,1919,20.2,131,8.899999999999977,4059.3356435074675,2646.2,0,0.0036412898604148898,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7086,L,300.6,310.4,2514,13.4,215,9.799999999999955,3527.7572225690506,2881.0,0,0.19010382925051017,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
1968,L,298.0,307.6,1281,50.8,122,9.600000000000023,6814.617120460835,6197.599999999999,0,0.0036956650687096785,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7087,L,300.6,310.3,1648,30.5,217,9.699999999999989,5263.633771334578,6618.5,1,0.045302049626476805,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,CONTINUE OPERATION
6232,L,301.3,311.0,1576,30.4,151,9.699999999999989,5017.165355684947,4590.4,0,0.003805885203301668,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9751,L,298.6,309.9,1615,28.8,199,11.299999999999955,4870.725250125615,5731.2,0,0.004366619966346272,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1262,H,297.8,309.2,1648,33.0,29,11.399999999999977,5695.079162427576,957.0,0,0.0037186702062634745,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8469,M,298.6,309.7,1280,64.1,71,11.099999999999966,8592.046468057844,4551.099999999999,0,0.008905530166568029,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9300,L,298.1,308.9,1367,41.9,113,10.799999999999955,5998.064829915288,4734.7,0,0.003667489625219239,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
844,L,296.5,307.5,1566,35.1,206,11.0,5756.088891760291,7230.6,0,0.04042046888866155,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
3733,L,302.2,311.1,1470,39.6,97,8.900000000000034,6095.946385025634,3841.2000000000003,0,0.003653448117923344,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
747,L,296.8,308.1,1356,48.3,201,11.300000000000011,6858.599417611092,9708.3,0,0.005484871623886372,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
3302,L,301.3,310.5,1503,48.6,72,9.199999999999989,7649.338288519643,3499.2000000000003,0,0.004043516942807169,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5485,L,302.6,312.1,1344,51.0,206,9.5,7177.910894921959,10506.0,0,0.013413743240399506,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
9137,L,297.7,308.7,1731,28.4,104,11.0,5148.065049584521,2953.6,0,0.003640115871559538,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3091,L,300.0,309.3,1558,29.7,168,9.300000000000011,4845.655340749969,4989.599999999999,0,0.005834950541439485,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1475,M,298.4,309.5,1519,35.4,133,11.100000000000023,5631.053504147417,4708.2,0,0.003641068642956774,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6780,L,301.3,310.8,1560,38.5,52,9.5,6289.468492486765,2002.0,0,0.0036675747368033022,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1425,L,298.6,309.7,1356,54.0,6,11.099999999999966,7667.9993488819655,324.0,0,0.003949585548686,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8967,L,297.1,307.8,1536,40.4,92,10.699999999999989,6498.321572097415,3716.7999999999997,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5124,M,304.2,313.5,1557,37.3,164,9.300000000000011,6081.714970304873,6117.2,0,0.0036412438728719277,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1091,L,297.0,307.7,1447,46.4,8,10.699999999999989,7030.968134538052,371.2,0,0.0036803673553502405,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9272,L,298.2,308.6,1353,54.1,38,10.400000000000034,7665.203331420272,2055.8,0,0.0036694249795701612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4035,L,302.0,310.8,1454,36.6,0,8.800000000000011,5572.808376349863,0.0,0,0.003684263110801802,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4327,H,301.7,310.1,1660,29.3,72,8.400000000000034,5093.3594495100115,2109.6,0,0.003797982081477886,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
92,M,298.9,308.9,1727,27.1,37,10.0,4901.062563183781,1002.7,0,0.003640100013952964,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7651,M,300.4,311.5,1476,32.6,144,11.100000000000023,5038.863288945741,4694.400000000001,0,0.004182552109302117,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8804,M,297.5,308.6,1255,60.7,77,11.100000000000023,7977.393865383002,4673.900000000001,0,0.0040965826083133915,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3055,L,300.1,309.2,1427,37.6,73,9.099999999999966,5618.759404896369,2744.8,0,0.0036947942494654556,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3376,M,301.5,310.8,1385,47.5,30,9.300000000000011,6889.250889934618,1425.0,0,0.003983017716822298,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6686,L,301.7,311.0,1715,24.8,17,9.300000000000011,4453.94062474937,421.6,0,0.0036866817380182084,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2887,M,300.5,309.5,1691,27.6,67,9.0,4887.438523042714,1849.2,0,0.0037911367979046964,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2941,M,300.7,309.6,1996,19.8,203,8.900000000000034,4138.6084981330505,4019.4,1,0.006206925843237398,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,CONTINUE OPERATION
4630,L,302.9,311.2,1751,23.8,196,8.300000000000011,4364.070130905678,4664.8,0,0.003754747389615241,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8440,L,298.6,309.8,1370,56.0,0,11.199999999999989,8034.099612780297,0.0,0,0.004284706269005992,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
61,M,298.8,309.0,1592,38.2,169,10.199999999999989,6368.469075749038,6455.8,0,0.00366877929668927,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1758,L,298.1,307.4,1608,33.9,193,9.299999999999955,5708.3995152787975,6542.7,0,0.004183924287862467,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9015,L,297.2,308.1,1431,49.7,210,10.900000000000034,7447.742287938788,10437.0,1,0.010871703835641169,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,CONTINUE OPERATION
2852,M,300.5,309.4,1347,50.1,213,8.899999999999977,7066.981258323704,10671.300000000001,0,0.007986491633589539,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
6302,L,301.2,310.6,1437,51.2,112,9.400000000000034,7704.693151075897,5734.400000000001,0,0.0037952083289332014,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1187,M,297.4,308.6,1522,38.0,33,11.200000000000045,6056.571757100643,1254.0,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6915,L,301.0,311.4,1484,36.2,188,10.399999999999977,5625.629020832219,6805.6,0,0.003677177737177589,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4679,L,303.6,311.8,1695,30.7,90,8.199999999999989,5449.249537284175,2763.0,0,0.004146201273220939,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
204,L,298.4,308.5,1741,32.8,112,10.100000000000023,5980.000672157147,3673.5999999999995,0,0.0036413224497372303,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3593,M,301.6,310.4,1377,44.9,161,8.799999999999955,6474.53971570974,7228.9,0,0.007590032548330275,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2172,L,299.5,309.2,1816,23.0,15,9.699999999999989,4373.93473183795,345.0,0,0.0036470370619362397,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3519,M,301.9,310.9,1569,32.5,188,9.0,5339.922112939251,6110.0,0,0.0037231828727174654,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2176,M,299.6,309.3,1387,48.3,25,9.699999999999989,7015.396306951758,1207.5,0,0.003806346335439528,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3955,L,302.3,311.5,1448,49.6,28,9.199999999999989,7521.056588498061,1388.8,0,0.003747442046441718,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4735,L,303.2,311.5,1544,42.5,227,8.300000000000011,6871.710330952074,9647.5,0,0.020436397836277653,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
9538,L,299.3,310.6,1480,45.1,107,11.300000000000011,6989.8342147270505,4825.7,0,0.003670418097661406,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6014,H,300.8,310.8,1618,32.8,40,10.0,5557.519292102391,1312.0,0,0.0036881540885779036,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6053,L,300.8,310.9,1748,29.9,140,10.099999999999966,5473.198945280042,4186.0,0,0.0036436521405938255,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9122,L,297.4,308.4,1580,41.2,66,11.0,6816.837179269372,2719.2000000000003,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6116,L,300.8,310.9,1453,43.9,84,10.099999999999966,6679.727603891201,3687.6,0,0.003730431208568763,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6788,M,301.1,310.6,1410,43.9,73,9.5,6482.04812215182,3204.7,0,0.0036669387975409224,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2965,M,300.7,309.5,1838,24.9,66,8.800000000000011,4792.625256757372,1643.3999999999999,0,0.003665912038314738,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8707,L,297.2,308.5,1471,41.7,41,11.300000000000011,6423.583082868515,1709.7,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5255,M,303.5,313.0,1403,51.9,77,9.5,7625.24227286661,3996.2999999999997,0,0.004491973093807009,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4329,L,301.6,310.0,1566,30.3,79,8.399999999999977,4968.931436476832,2393.7000000000003,0,0.0037480956553889964,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2781,L,300.2,309.5,2183,17.8,39,9.300000000000011,4069.137412586668,694.2,0,0.0037233314214637292,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5782,L,301.7,311.1,1455,39.8,118,9.400000000000034,6064.216299224377,4696.4,0,0.003647870884462466,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8483,L,298.3,309.4,1618,31.5,108,11.099999999999966,5337.2517591836995,3402.0,0,0.003641068642956774,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1320,M,299.0,310.3,1540,38.1,182,11.300000000000011,6144.3269118909175,6934.2,0,0.003645163224064724,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9978,H,298.6,308.3,1377,52.1,181,9.699999999999989,7512.7732558680955,9430.1,0,0.004033183514597481,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9741,L,298.9,310.1,1495,42.9,175,11.200000000000045,6716.253854476939,7507.5,0,0.0036689416073483793,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5896,L,301.1,310.8,1274,55.7,169,9.699999999999989,7431.102318850272,9413.300000000001,0,0.003964532489557586,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6355,L,300.1,309.7,1481,37.9,34,9.599999999999966,5877.909382890991,1288.6,0,0.0036774856006922137,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5195,L,303.9,313.0,1551,36.8,140,9.100000000000023,5977.068519013797,5152.0,0,0.0036412438728719277,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2963,M,300.7,309.6,1439,43.0,61,8.900000000000034,6479.744287539187,2623.0,0,0.0039270259555944775,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7452,L,300.3,311.7,1579,33.6,59,11.399999999999977,5555.843776020477,1982.4,0,0.003655794941391092,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7531,H,300.1,311.4,1377,56.7,50,11.299999999999955,8176.089128747045,2835.0,0,0.003960358320759632,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
545,L,297.6,309.4,1958,22.1,108,11.799999999999955,4531.412299586895,2386.8,0,0.003640115871559538,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9291,L,298.2,309.0,1353,57.8,89,10.800000000000011,8189.4408975248,5144.2,0,0.0036903680603061857,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
327,L,297.7,308.5,1373,56.7,203,10.800000000000011,8152.338688285906,11510.1,1,0.98023340488647,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,PERFORM MAINTENANCE
1781,L,298.5,308.1,1662,28.6,48,9.600000000000023,4977.665064053812,1372.8000000000002,0,0.003705577279463499,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8015,M,301.0,312.0,1558,37.5,190,11.0,6118.2516928661225,7125.0,0,0.003978602914935961,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2612,L,299.4,309.1,2421,14.2,57,9.700000000000045,3600.0766854546873,809.4,0,0.005157100469692975,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9511,L,299.1,310.3,1449,40.7,40,11.199999999999989,6175.774254353352,1628.0,0,0.003902202772305139,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1152,L,297.1,307.9,1507,38.3,170,10.799999999999955,6044.225297972035,6510.999999999999,0,0.003656794542362232,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2905,L,300.6,309.4,1552,36.4,113,8.799999999999955,5915.912182023914,4113.2,0,0.0037065148543561645,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4538,L,302.4,310.3,1923,23.3,172,7.900000000000034,4692.062875915964,4007.6,0,0.0038211207832776635,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3859,L,302.6,311.5,1599,37.0,211,8.899999999999977,6195.534872144431,7807.0,0,0.1442883047976006,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
7573,L,300.3,311.1,1605,37.1,160,10.800000000000011,6235.590178477701,5936.0,0,0.0036536592207132438,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7822,H,299.9,311.3,1413,41.8,153,11.400000000000034,6185.104784534512,6395.4,0,0.003662174019472303,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8206,L,299.3,310.8,1483,43.5,15,11.5,6755.523762646811,652.5,0,0.003643394490715871,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7342,M,299.7,310.3,1661,34.5,6,10.600000000000023,6000.9132072545435,207.0,0,0.003666458347902726,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7852,L,300.3,311.7,1515,37.5,5,11.399999999999977,5949.391087735671,187.5,0,0.003658715587245826,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2459,L,299.0,308.6,1297,54.2,110,9.600000000000023,7361.526513548772,5962.0,0,0.0037457220340885327,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8160,M,299.7,311.1,1618,30.3,125,11.400000000000034,5133.927882643368,3787.5,0,0.003979296207217338,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8465,M,298.7,309.8,1475,40.5,59,11.100000000000023,6255.696371460675,2389.5,0,0.0036722573565954805,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2537,H,298.9,308.7,1353,48.1,79,9.800000000000011,6815.088359358874,3799.9,0,0.003932636695023941,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9655,H,299.1,310.0,1431,49.5,205,10.899999999999977,7417.77149402354,10147.5,0,0.005934611606201965,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
4980,M,303.7,312.8,1685,31.8,203,9.100000000000023,5611.19863857673,6455.400000000001,0,0.005480002818764182,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
5658,M,302.2,311.4,1372,55.1,9,9.199999999999989,7916.520271731944,495.90000000000003,0,0.00991083872275691,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8149,M,299.6,310.8,1427,50.4,98,11.199999999999989,7531.5285640100265,4939.2,0,0.0037933889539115777,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8014,L,300.9,312.0,1500,44.2,188,11.100000000000023,6942.919764433444,8309.6,0,0.003761961535272316,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5406,L,302.7,312.4,1360,47.8,11,9.699999999999989,6807.621840818842,525.8,0,0.004628697350779817,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2087,L,299.5,309.3,1577,36.6,14,9.800000000000011,6044.235769947547,512.4,0,0.0036413826600562222,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2190,M,299.6,309.1,1471,44.3,67,9.5,6824.094258299165,2968.1,0,0.003661979728417547,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5643,L,302.5,312.0,1574,42.0,188,9.5,6922.813571450468,7896.0,0,0.003906817280496563,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4704,L,303.7,311.9,1561,33.3,153,8.199999999999989,5443.46900680157,5094.9,0,0.00439499034762122,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8221,M,299.1,310.5,1428,43.0,53,11.399999999999977,6430.211843367588,2279.0,0,0.003682211856554906,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9850,M,298.5,309.3,1498,34.6,46,10.800000000000011,5427.708683656062,1591.6000000000001,0,0.003639864083070806,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2160,L,299.4,309.0,1507,41.0,213,9.600000000000023,6470.3195095784195,8733.0,0,0.01704494103032723,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
6067,L,301.0,311.0,1582,37.5,176,10.0,6212.499472473816,6600.0,0,0.0036962926693118285,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9969,L,298.4,308.1,1491,50.0,156,9.700000000000045,7806.857744170636,7800.0,0,0.0037771568592628937,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9641,L,299.3,310.4,1365,53.9,171,11.099999999999966,7704.598903296288,9216.9,0,0.00418242270500434,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3561,L,301.7,310.6,1486,38.5,78,8.900000000000034,5991.121910150855,3003.0,0,0.003678714923277033,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5623,L,302.9,312.3,1578,36.3,141,9.400000000000034,5998.494180911279,5118.299999999999,0,0.003678477292385341,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1652,H,297.9,307.8,1635,34.0,142,9.900000000000034,5821.371187101886,4828.0,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6764,L,301.4,310.9,1536,38.3,9,9.5,6160.53752998344,344.7,0,0.0036538742065645308,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5090,M,303.9,313.2,1570,40.7,74,9.300000000000011,6691.487632391141,3011.8,0,0.00369923323082894,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7603,L,300.4,311.2,1406,43.6,22,10.800000000000011,6419.488540443334,959.2,0,0.0037890207558751174,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3425,M,301.5,310.5,1623,33.5,157,9.0,5693.665445733461,5259.5,0,0.003686075694328076,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7373,L,299.6,310.1,1553,38.0,83,10.5,6179.931628631602,3154.0,0,0.0036413826600562222,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1728,L,298.3,307.7,1465,49.4,109,9.399999999999977,7578.673397764897,5384.599999999999,0,0.0036558593876353995,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
624,H,298.3,310.1,1509,37.6,85,11.800000000000011,5941.631353881304,3196.0,0,0.0036658118292163693,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6954,M,300.8,311.2,1429,52.3,77,10.399999999999977,7826.408922451476,4027.1,0,0.004503873800200614,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9799,M,298.5,309.3,1551,34.7,121,10.800000000000011,5635.985804613554,4198.700000000001,0,0.0036678106514733853,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5091,L,303.9,313.2,1345,48.2,77,9.300000000000011,6788.877004652423,3711.4,0,0.004185389667248427,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4357,L,302.0,309.9,1407,52.8,154,7.899999999999977,7779.588719937476,8131.2,0,0.00897896950008005,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2126,L,299.3,309.0,1449,46.5,121,9.699999999999989,7055.860020329997,5626.5,0,0.0036540971408241182,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3771,M,302.3,311.0,1384,49.7,192,8.699999999999989,7203.127411954773,9542.400000000001,0,0.007596992480574695,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4078,H,302.1,310.7,1294,62.4,101,8.599999999999966,8455.65945899,6302.4,1,0.6677073708538226,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
3392,L,301.5,310.7,1408,47.3,79,9.199999999999989,6974.168139361148,3736.7,0,0.004330917541366441,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7851,L,300.4,311.7,1373,47.2,3,11.300000000000011,6786.426562382624,141.60000000000002,0,0.0039537528600991755,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5928,M,300.2,310.1,1550,38.7,45,9.900000000000034,6281.614510852792,1741.5000000000002,0,0.0036673694577998876,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2397,L,299.2,308.6,1582,38.8,156,9.400000000000034,6427.866120852907,6052.799999999999,0,0.003653484306380333,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8934,L,297.3,308.2,1601,35.7,9,10.899999999999977,5985.330907692738,321.3,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1692,M,298.1,307.6,1764,27.7,23,9.5,5116.900450460911,637.1,0,0.0036902608213172927,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3843,L,302.5,311.2,1227,60.1,167,8.699999999999989,7722.317485862535,10036.7,0,0.052187141833303904,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7292,M,300.1,310.4,1556,38.1,92,10.299999999999955,6208.164074611863,3505.2000000000003,0,0.0036413826600562222,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9517,L,298.9,310.1,1523,39.1,53,11.200000000000045,6235.988113547156,2072.3,0,0.003639864083070806,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
